recency,frequency,monetary,tenure_months,channel_app,channel_store,channel_web,age_group_18-25,age_group_26-35,age_group_36-50,age_group_51+
51.88610731846731,4,332.7413143367655,3.857456488140286,0.0,0.0,1.0,0.0,0.0,1.0,0.0
42.688946767094336,5,3084.7402030253447,15.830182763426427,0.0,0.0,1.0,0.0,0.0,1.0,0.0
244.2986780917317,6,757.2606476542427,8.794423607958588,1.0,0.0,0.0,1.0,0.0,0.0,0.0
172.47901903610023,3,273.9477849671698,48.590369088834855,0.0,1.0,0.0,0.0,0.0,1.0,0.0
206.74594275915274,3,1530.6458941827893,11.346552283245014,1.0,0.0,0.0,0.0,1.0,0.0,0.0
279.4595840994333,2,598.4834867968895,4.82014332600602,1.0,0.0,0.0,1.0,0.0,0.0,0.0
232.03746848021507,4,2431.312950419208,19.978737261421394,0.0,1.0,0.0,0.0,1.0,0.0,0.0
202.50290183951049,4,630.0784447430522,19.368418541638704,0.0,1.0,0.0,0.0,0.0,0.0,1.0
204.55140651133053,7,788.1523863126921,46.96855369995379,1.0,0.0,0.0,1.0,0.0,0.0,0.0
111.63783569479084,7,6602.851742628599,4.762568987738787,1.0,0.0,0.0,0.0,1.0,0.0,0.0
12.217691782729943,8,1185.0700704600833,50.03605965652589,0.0,1.0,0.0,0.0,0.0,1.0,0.0
159.9651296805799,5,1112.2789368365834,9.321687016496991,0.0,1.0,0.0,0.0,0.0,1.0,0.0
79.10882090630862,7,1211.8955195555802,18.820268177824538,1.0,0.0,0.0,0.0,0.0,1.0,0.0
149.70442631576756,5,658.80416870874,45.558841901231865,0.0,0.0,1.0,0.0,0.0,1.0,0.0
311.63871866961244,9,5837.648239306334,43.77836744495135,1.0,0.0,0.0,0.0,0.0,0.0,1.0
86.15397285498403,3,537.9593590477195,50.66364266196905,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22.22219797482003,8,3005.8546240856813,18.6419567600786,0.0,0.0,1.0,0.0,1.0,0.0,0.0
103.42373669600674,6,821.2985319822122,56.2090323619806,0.0,1.0,0.0,0.0,1.0,0.0,0.0
107.86812782707284,5,761.9935821986708,29.94579021243038,1.0,0.0,0.0,1.0,0.0,0.0,0.0
241.9376113605898,9,673.6657964757934,6.395175539167815,0.0,0.0,1.0,0.0,1.0,0.0,0.0
203.75970345222532,4,215.51663860578,9.531306649600898,1.0,0.0,0.0,1.0,0.0,0.0,0.0
286.33894811473454,7,791.1050949785728,9.444015492241654,0.0,1.0,0.0,0.0,0.0,0.0,1.0
242.81012867916905,6,2119.1072947157063,29.22637203267186,1.0,0.0,0.0,0.0,0.0,1.0,0.0
148.92481756418567,7,1058.2417954412683,29.240641041245595,0.0,0.0,1.0,0.0,1.0,0.0,0.0
297.3034200184366,7,437.015347146275,34.02953177895628,0.0,0.0,1.0,1.0,0.0,0.0,0.0
61.77814284640422,3,1790.0000752127507,13.979849440329716,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9.267194620725213,7,1002.6628601641568,22.91986406769179,1.0,0.0,0.0,1.0,0.0,0.0,0.0
33.777421322333595,2,877.9482709450396,20.87141617632084,0.0,0.0,1.0,1.0,0.0,0.0,0.0
263.9388036171079,7,305.4479632277852,34.931299624963344,0.0,0.0,1.0,0.0,1.0,0.0,0.0
169.123311811505,5,659.8167697701992,39.5999156529285,0.0,0.0,1.0,0.0,1.0,0.0,0.0
59.702927568231054,6,992.6359675693977,7.646849685451096,1.0,0.0,0.0,0.0,1.0,0.0,0.0
183.38029813762432,4,978.692398599544,47.19698532671621,0.0,1.0,0.0,0.0,1.0,0.0,0.0
56.441605387593306,4,2155.3419094863816,22.12363535343955,1.0,0.0,0.0,0.0,0.0,1.0,0.0
254.46061652829593,6,231.50583017039193,19.09785365304295,1.0,0.0,0.0,0.0,0.0,1.0,0.0
163.40088430894718,4,537.1719339064285,28.025777380185534,1.0,0.0,0.0,0.0,1.0,0.0,0.0
139.69172629911964,9,833.6067931660458,4.013971636756327,1.0,0.0,0.0,0.0,0.0,1.0,0.0
110.75040044982705,5,1555.9041236550302,10.922334232163173,1.0,0.0,0.0,0.0,1.0,0.0,0.0
230.42286389527538,3,1145.4066356197511,36.983450870333265,0.0,0.0,1.0,0.0,1.0,0.0,0.0
132.6997902414341,3,926.8890292341671,52.56624147876771,1.0,0.0,0.0,1.0,0.0,0.0,0.0
32.904570631060764,3,2439.525172215163,24.298136731122636,1.0,0.0,0.0,0.0,0.0,0.0,1.0
43.954148371867575,3,21328.465734496058,13.737440545392069,0.0,0.0,1.0,0.0,0.0,1.0,0.0
351.1307498960233,2,933.9826911449785,50.601723895532494,0.0,0.0,1.0,0.0,1.0,0.0,0.0
331.72337141756896,10,3493.8557430966152,17.875308550279467,0.0,0.0,1.0,1.0,0.0,0.0,0.0
255.69339670711284,5,4604.920516709924,9.551685814738446,0.0,1.0,0.0,1.0,0.0,0.0,0.0
97.77666597126513,6,671.6257405437702,43.67572087138813,1.0,0.0,0.0,1.0,0.0,0.0,0.0
353.7802013545715,9,1260.968930261464,10.50182998995737,0.0,0.0,1.0,0.0,0.0,0.0,1.0
284.4653290435492,6,230.00159007103235,32.79680417105283,0.0,0.0,1.0,0.0,0.0,1.0,0.0
261.9480288538744,4,836.6826310757915,6.509829546130518,1.0,0.0,0.0,0.0,1.0,0.0,0.0
164.56758678033907,7,1806.409987811683,12.164328364846396,0.0,1.0,0.0,0.0,0.0,0.0,1.0
100.09592851163788,4,832.7519185821773,37.619620830830186,1.0,0.0,0.0,0.0,0.0,0.0,1.0
36.086310223873745,7,1245.2679319768465,12.083208256496292,0.0,0.0,1.0,0.0,0.0,1.0,0.0
329.5472723419584,6,1632.930054537747,6.906538946428858,0.0,0.0,1.0,0.0,0.0,0.0,1.0
166.90256949943443,5,1377.8616357457734,14.182270167832113,0.0,0.0,1.0,0.0,1.0,0.0,0.0
74.66026478546384,2,1341.7545947354395,59.981686126665764,0.0,1.0,0.0,0.0,0.0,1.0,0.0
112.36821119083751,9,1366.5750613519147,41.01824008384766,0.0,1.0,0.0,0.0,0.0,0.0,1.0
211.83592309485013,6,1473.4446825820432,3.2539380531561513,0.0,0.0,1.0,0.0,1.0,0.0,0.0
65.34529298988035,10,1265.0950433528758,47.65681761406345,0.0,1.0,0.0,0.0,0.0,0.0,1.0
312.8075994096247,8,634.7711756247584,44.958529695410284,0.0,1.0,0.0,0.0,1.0,0.0,0.0
277.1011088600165,5,433.58845462185866,40.59236495076862,0.0,0.0,1.0,0.0,1.0,0.0,0.0
262.884515966141,2,1115.376034358895,25.52117666492979,1.0,0.0,0.0,0.0,0.0,0.0,1.0
158.28186647813774,2,651.4265204884238,42.698952908985234,1.0,0.0,0.0,1.0,0.0,0.0,0.0
229.34041801568932,7,3429.1445248480277,27.842349410038004,0.0,0.0,1.0,1.0,0.0,0.0,0.0
213.61166068423574,8,287.3237448901269,14.617287076692861,0.0,1.0,0.0,0.0,0.0,1.0,0.0
237.54416296595448,3,735.2442114388242,51.350181976323036,0.0,1.0,0.0,0.0,0.0,1.0,0.0
31.737732894919628,7,1945.6173858046884,39.00851853784487,0.0,0.0,1.0,0.0,1.0,0.0,0.0
152.3538943901019,6,365.3275423984751,6.122547845498481,1.0,0.0,0.0,0.0,0.0,1.0,0.0
16.14755928572886,4,600.4536761478287,39.35351964606882,0.0,0.0,1.0,0.0,0.0,1.0,0.0
180.81265820500488,4,821.0047807243143,6.657597125769945,0.0,0.0,1.0,0.0,1.0,0.0,0.0
121.06948128913385,6,4545.891317272477,44.33472052521286,0.0,0.0,1.0,0.0,1.0,0.0,0.0
53.60680474724107,9,768.4569322516326,45.782210386156436,1.0,0.0,0.0,0.0,1.0,0.0,0.0
38.6386802510088,7,1564.9462631016568,37.26842734186262,0.0,0.0,1.0,1.0,0.0,0.0,0.0
214.90262427268718,4,941.2565510333205,9.441583490249435,1.0,0.0,0.0,1.0,0.0,0.0,0.0
63.09584054742654,6,776.4619385773019,50.851198246937784,1.0,0.0,0.0,0.0,0.0,1.0,0.0
337.7437230891542,3,3147.136027172012,20.36808182207744,1.0,0.0,0.0,1.0,0.0,0.0,0.0
212.50625485094378,9,456.46394133949144,1.5869225913869216,1.0,0.0,0.0,1.0,0.0,0.0,0.0
127.2606088506807,5,1151.0448725890583,53.94750466100086,1.0,0.0,0.0,0.0,0.0,1.0,0.0
216.0932388992357,5,1250.9893065597391,34.977977266867754,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9.30060905480989,7,3035.124753326268,41.281886660547,0.0,0.0,1.0,0.0,0.0,1.0,0.0
349.9155536198861,3,925.7551610641024,39.459301444819395,0.0,1.0,0.0,0.0,0.0,0.0,1.0
176.5584510472157,5,345.82150549075317,48.433279115880374,1.0,0.0,0.0,1.0,0.0,0.0,0.0
285.9156227191042,5,396.67197839682467,22.905120549212953,0.0,1.0,0.0,0.0,1.0,0.0,0.0
31.11371997176764,2,505.07900669517704,53.0950156561295,0.0,0.0,1.0,0.0,1.0,0.0,0.0
178.14363242509037,3,2169.475326813244,56.1929888144588,0.0,0.0,1.0,0.0,0.0,1.0,0.0
179.61734594504563,3,798.2892896329613,7.787434309716202,0.0,1.0,0.0,0.0,1.0,0.0,0.0
342.3688296108938,5,1729.4683191595316,52.60431902632659,1.0,0.0,0.0,0.0,0.0,1.0,0.0
209.10901106489143,7,4321.999596915181,10.225726329817112,0.0,0.0,1.0,1.0,0.0,0.0,0.0
173.35014198473118,3,1985.8297192186733,28.880787750625586,0.0,0.0,1.0,0.0,0.0,1.0,0.0
98.17914136544927,5,2179.0979003529474,54.056975200741014,0.0,1.0,0.0,1.0,0.0,0.0,0.0
121.691115032689,4,1385.3743939118956,46.904146579052295,1.0,0.0,0.0,0.0,0.0,1.0,0.0
190.52475449963976,2,510.8850021143785,43.00727232928677,0.0,1.0,0.0,0.0,0.0,1.0,0.0
160.763771551037,4,5611.955156439655,17.874669289478685,1.0,0.0,0.0,0.0,0.0,0.0,1.0
8.866797076440275,4,651.4460231049952,30.83186469753007,0.0,0.0,1.0,1.0,0.0,0.0,0.0
301.7702604067463,0,2296.9066409878565,11.244971765635029,0.0,0.0,1.0,0.0,1.0,0.0,0.0
327.2025209496751,6,2371.608724891917,59.68255920529196,0.0,1.0,0.0,0.0,1.0,0.0,0.0
52.05066839549432,3,379.31184353760744,5.097748485913334,0.0,1.0,0.0,0.0,1.0,0.0,0.0
202.669156248214,7,332.17681508054653,46.927814330770715,0.0,0.0,1.0,1.0,0.0,0.0,0.0
40.52156977330145,9,1698.5049752128175,15.36236338867502,1.0,0.0,0.0,0.0,0.0,1.0,0.0
245.69539386649146,9,494.9020554364627,34.938316539553625,1.0,0.0,0.0,1.0,0.0,0.0,0.0
103.36909731739902,6,3378.2899563369288,47.150273420416255,0.0,1.0,0.0,0.0,0.0,0.0,1.0
241.02983902785223,6,693.8101534126268,8.85930398226066,0.0,0.0,1.0,0.0,0.0,1.0,0.0
265.62603960042526,5,2750.9416801256907,32.60624043313839,0.0,1.0,0.0,0.0,1.0,0.0,0.0
280.78768705802713,6,2622.517166100733,52.5256092504266,0.0,0.0,1.0,1.0,0.0,0.0,0.0
40.21770432794635,10,1393.3500859977114,19.22235594889407,0.0,0.0,1.0,0.0,1.0,0.0,0.0
334.4283116300893,4,1034.2268471061643,16.520347215126005,1.0,0.0,0.0,1.0,0.0,0.0,0.0
84.79789268573661,9,1659.0717473791926,32.62463595502446,1.0,0.0,0.0,0.0,0.0,1.0,0.0
14.61817044812944,10,959.9262255446477,55.00348628154678,0.0,0.0,1.0,0.0,0.0,1.0,0.0
202.96629885849995,6,876.9946688694487,9.352868348434983,1.0,0.0,0.0,0.0,1.0,0.0,0.0
136.0157113259277,7,401.8277380671945,31.469514286766646,0.0,1.0,0.0,1.0,0.0,0.0,0.0
303.0434665001984,6,2167.3437466700834,3.7509629706293284,1.0,0.0,0.0,0.0,1.0,0.0,0.0
295.2035358314059,7,786.7247432048416,2.293996745578804,0.0,0.0,1.0,1.0,0.0,0.0,0.0
116.43855698746839,5,1771.2661733145133,53.644256345659755,0.0,0.0,1.0,1.0,0.0,0.0,0.0
347.85537980538714,4,1644.659293785124,21.282226954408383,0.0,1.0,0.0,0.0,0.0,0.0,1.0
106.89409308300318,4,366.8292404629645,51.40542897530835,0.0,0.0,1.0,0.0,1.0,0.0,0.0
188.4807950403441,6,1510.174897755067,11.94987825488278,0.0,1.0,0.0,0.0,0.0,0.0,1.0
94.1712929666074,4,1922.3442115813468,12.803946024213223,0.0,0.0,1.0,0.0,1.0,0.0,0.0
341.71985949782265,4,1120.9429183962009,18.442237271611738,0.0,0.0,1.0,1.0,0.0,0.0,0.0
60.9172455998546,5,1546.688199288122,52.095166384790424,0.0,1.0,0.0,0.0,0.0,1.0,0.0
17.34746545880775,9,1456.824932679225,43.14126913638996,1.0,0.0,0.0,0.0,1.0,0.0,0.0
159.3753298411058,7,4330.005567669038,38.64520364265246,0.0,0.0,1.0,0.0,1.0,0.0,0.0
362.2247053163247,4,1178.1958007743835,16.970707857514476,0.0,1.0,0.0,0.0,1.0,0.0,0.0
325.57052491678866,4,2455.7609310252565,21.10722788566288,1.0,0.0,0.0,0.0,1.0,0.0,0.0
273.4933190823295,6,341.92471737669797,13.63910232020601,0.0,0.0,1.0,0.0,0.0,1.0,0.0
325.24846667978306,2,882.9329803581265,5.986343357718128,0.0,1.0,0.0,0.0,0.0,0.0,1.0
326.2145768500222,8,1755.3407698014887,17.070514715271752,1.0,0.0,0.0,1.0,0.0,0.0,0.0
189.86444318066745,6,907.0702190899415,35.48022463360749,0.0,0.0,1.0,1.0,0.0,0.0,0.0
115.99817486640866,8,1679.9263398662063,55.18482135609874,1.0,0.0,0.0,0.0,1.0,0.0,0.0
282.0125252883996,3,1711.1742391834614,11.503342016604556,0.0,0.0,1.0,0.0,0.0,0.0,1.0
241.84469979306505,6,1651.596628035124,24.83410393908805,0.0,0.0,1.0,0.0,0.0,0.0,1.0
137.01141331003046,6,547.6627956534813,46.66370772814815,0.0,1.0,0.0,0.0,0.0,0.0,1.0
35.38586717439156,5,1594.149495457433,30.47901869098331,0.0,1.0,0.0,1.0,0.0,0.0,0.0
272.8314185310455,4,634.4809850141696,19.983903626550006,0.0,0.0,1.0,0.0,1.0,0.0,0.0
96.53562779592275,3,819.6953931919121,48.84496985567732,0.0,0.0,1.0,0.0,1.0,0.0,0.0
341.99998679429564,4,4429.331815694721,6.03813647850502,0.0,0.0,1.0,0.0,1.0,0.0,0.0
88.71328930206926,9,2260.3624313208725,2.2357694267715154,1.0,0.0,0.0,0.0,0.0,1.0,0.0
45.683887397780914,6,1162.2160660318034,36.302456787485525,0.0,1.0,0.0,1.0,0.0,0.0,0.0
303.5250126534658,0,1054.0333784866227,23.572812466716854,1.0,0.0,0.0,0.0,0.0,1.0,0.0
56.79549125131583,7,2166.6585679117375,39.021643499188635,1.0,0.0,0.0,0.0,1.0,0.0,0.0
66.25366416941702,3,2858.654546014239,6.352370192353847,0.0,0.0,1.0,0.0,0.0,1.0,0.0
219.17533611358704,6,1564.1642124516013,32.137384387760974,0.0,1.0,0.0,0.0,0.0,1.0,0.0
319.3405828648371,4,2767.3710909358506,33.34541421990444,1.0,0.0,0.0,1.0,0.0,0.0,0.0
72.50221832010466,2,1074.54521113817,54.413276880348754,1.0,0.0,0.0,0.0,0.0,1.0,0.0
113.9578169356345,3,1723.9016474850393,52.58048004637121,1.0,0.0,0.0,1.0,0.0,0.0,0.0
283.97536111978866,7,694.9990494243732,57.51322737948058,0.0,0.0,1.0,0.0,1.0,0.0,0.0
354.74481908619214,7,1141.7207801507964,48.429220720348134,0.0,0.0,1.0,0.0,0.0,0.0,1.0
183.2697917776526,6,286.3378676134337,42.514977297765675,0.0,0.0,1.0,0.0,1.0,0.0,0.0
53.37869092865528,3,658.9259564891915,30.50662259968215,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6.072808725785363,3,718.5164679877545,35.82795063138451,0.0,0.0,1.0,0.0,0.0,0.0,1.0
84.59479491958331,6,1026.10253484554,30.3900029685874,1.0,0.0,0.0,1.0,0.0,0.0,0.0
48.98328727429366,6,801.0637396365701,10.944432925005534,1.0,0.0,0.0,0.0,0.0,1.0,0.0
247.66775719508013,7,235.6103558807356,55.169465305021774,1.0,0.0,0.0,0.0,0.0,1.0,0.0
45.34703168478533,6,2739.044380297006,15.505143526936006,0.0,1.0,0.0,0.0,0.0,0.0,1.0
185.3040951099104,4,1165.412133910004,25.869538701515193,0.0,1.0,0.0,1.0,0.0,0.0,0.0
253.7115265740107,3,1775.7205425385773,12.613996200677883,0.0,0.0,1.0,0.0,1.0,0.0,0.0
212.52644575640846,7,1767.2705776052967,8.607959093485189,0.0,1.0,0.0,1.0,0.0,0.0,0.0
73.71833720426098,6,554.6066025048914,29.528423455007882,0.0,1.0,0.0,1.0,0.0,0.0,0.0
293.70132753034363,7,882.3407471390742,12.415684599325916,0.0,1.0,0.0,1.0,0.0,0.0,0.0
261.4081951801518,6,1341.9411873610154,53.153615741496495,0.0,0.0,1.0,0.0,1.0,0.0,0.0
269.9901774252572,10,1560.785896715945,34.4215824579625,1.0,0.0,0.0,0.0,1.0,0.0,0.0
48.70502156686202,7,2660.6140265687236,42.53987329907075,1.0,0.0,0.0,0.0,0.0,1.0,0.0
46.04638452872544,4,3032.9132349892798,46.754400492394595,1.0,0.0,0.0,1.0,0.0,0.0,0.0
338.6327685663688,3,3628.9448705390373,35.29998957557227,0.0,0.0,1.0,0.0,0.0,0.0,1.0
145.7184625522784,7,991.3687730393082,8.906143588735313,0.0,1.0,0.0,1.0,0.0,0.0,0.0
110.54532380826207,7,281.5576450236522,50.2526882847332,0.0,0.0,1.0,1.0,0.0,0.0,0.0
178.84459250795814,7,2270.251175574171,56.56476816111096,0.0,0.0,1.0,0.0,0.0,1.0,0.0
242.282573445944,6,1446.591544688534,13.539582669127554,1.0,0.0,0.0,0.0,0.0,1.0,0.0
348.84686556509706,4,470.57907023213437,20.03017877671233,0.0,0.0,1.0,0.0,0.0,1.0,0.0
105.26642658506802,3,541.0310464980995,23.61055228300561,1.0,0.0,0.0,0.0,0.0,1.0,0.0
337.63026826957787,4,804.1248740917537,9.829223248610383,0.0,1.0,0.0,0.0,1.0,0.0,0.0
10.048854864597299,4,968.6347798406418,5.97898031089588,0.0,1.0,0.0,0.0,1.0,0.0,0.0
203.0920874069642,12,584.7942803552904,8.742506875490777,0.0,1.0,0.0,1.0,0.0,0.0,0.0
231.76694065191498,6,1953.8451391499716,18.567437706553324,0.0,0.0,1.0,1.0,0.0,0.0,0.0
39.5466549652742,4,1810.2309671041462,12.68424615644807,0.0,1.0,0.0,0.0,1.0,0.0,0.0
52.083613331264196,5,1230.9496840704794,34.395727577365946,0.0,1.0,0.0,0.0,0.0,0.0,1.0
153.55761223113458,5,466.617175848992,37.49799825709746,0.0,0.0,1.0,0.0,0.0,0.0,1.0
352.70841602011814,4,1447.8663381473907,38.7340058888562,1.0,0.0,0.0,1.0,0.0,0.0,0.0
217.9594893773117,8,867.2306703101938,57.52058114228675,0.0,0.0,1.0,0.0,1.0,0.0,0.0
340.6204526624769,4,242.43407465476955,39.93540899467517,1.0,0.0,0.0,0.0,1.0,0.0,0.0
293.7873732831213,7,1697.8972057284398,24.507631357052837,0.0,1.0,0.0,0.0,1.0,0.0,0.0
171.12690296612612,5,539.9221467524355,18.094218061837914,0.0,0.0,1.0,0.0,1.0,0.0,0.0
286.65389552779624,7,743.5526124099748,3.003521113339883,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7.492589367623536,6,901.375230895904,18.358958753382097,1.0,0.0,0.0,0.0,0.0,1.0,0.0
40.728414822727515,5,287.8819169559434,33.5862620543517,0.0,0.0,1.0,0.0,1.0,0.0,0.0
302.91201581731605,5,1540.5482396309535,14.518611674777244,0.0,0.0,1.0,0.0,0.0,1.0,0.0
291.0414201503589,11,1115.8906048940473,53.51029561342299,0.0,0.0,1.0,0.0,0.0,1.0,0.0
85.68123007578187,13,1220.4621759303684,28.673749058131378,1.0,0.0,0.0,1.0,0.0,0.0,0.0
194.20013097805548,4,642.5074114639385,46.90121890104979,0.0,0.0,1.0,0.0,0.0,0.0,1.0
221.58975873480398,1,1376.4060754187897,43.82088523515953,1.0,0.0,0.0,0.0,1.0,0.0,0.0
316.85697917446805,2,1425.8287953054842,34.52260643758482,0.0,0.0,1.0,0.0,0.0,0.0,1.0
220.53100527129615,2,1078.3006488127412,12.305427533705958,0.0,0.0,1.0,0.0,0.0,0.0,1.0
151.17605121561965,7,1696.1291098809272,9.013039168028197,0.0,0.0,1.0,0.0,1.0,0.0,0.0
137.2029918002145,3,1028.3886339423664,44.00012087126805,1.0,0.0,0.0,0.0,0.0,1.0,0.0
156.0210794399576,5,296.98188643018443,7.740270298064608,0.0,0.0,1.0,0.0,1.0,0.0,0.0
238.3028933111106,9,732.9790941247348,26.17040011049254,0.0,0.0,1.0,0.0,1.0,0.0,0.0
316.76658995784624,5,784.1449895096923,34.89636276889196,1.0,0.0,0.0,0.0,1.0,0.0,0.0
166.2184650757731,5,1425.4287804115295,3.8965128831336315,1.0,0.0,0.0,0.0,0.0,0.0,1.0
91.21360091429436,5,724.6111342903735,1.6695848715563524,0.0,1.0,0.0,0.0,1.0,0.0,0.0
87.14510013111953,3,867.62027834218,14.470412380137276,1.0,0.0,0.0,0.0,1.0,0.0,0.0
